datetime,open,high,low,close,engulfing,star,signal,target_amount,target_category
2022-06-29 20:00:00,1818.58997,1819.31006,1817.33997,1819.02002,0,0,0,0.0,0
2022-06-30 00:00:00,1819.03003,1822.12,1817.23999,1817.46997,1,0,0,0.0,0
2022-06-30 04:00:00,1817.44995,1817.84998,1812.60999,1815.10999,0,0,0,0.0,0
2022-06-30 08:00:00,1815.08997,1817.09998,1802.87,1805.44995,0,0,0,0.0,0
2022-06-30 12:00:00,1805.09998,1825.08997,1802.88,1814.37,0,0,0,0.0,0
2022-06-30 16:00:00,1814.26001,1814.81006,1805.69995,1806.66003,0,0,0,0.0,0
2022-06-30 20:00:00,1806.88,1808.02002,1804.92004,1806.70996,0,0,0,0.0,0
2022-07-01 00:00:00,1806.69995,1807.37,1801.43005,1801.56995,0,0,0,0.0,0
2022-07-01 04:00:00,1801.58997,1803.26001,1792.51001,1794.79004,0,0,0,0.0,0
2022-07-01 08:00:00,1794.76001,1797.10999,1785.21997,1790.66003,0,0,0,0.0,0
2022-07-01 12:00:00,1790.39001,1808.83997,1784.62,1806.37,2,0,0,0.0,0
2022-07-01 16:00:00,1806.52002,1809.38,1797.95996,1805.30005,0,0,0,0.0,0
2022-07-01 20:00:00,1805.88,1813.81006,1804.76001,1810.81006,0,0,0,0.0,0
2022-07-03 20:00:00,1812.39001,1812.39001,1808.12,1808.12,0,0,0,0.0,0
2022-07-04 00:00:00,1808.20996,1814.28003,1805.57996,1811.53003,0,0,0,0.0,0
2022-07-04 04:00:00,1811.63,1813.48999,1808.28003,1808.89001,0,0,0,0.0,0
2022-07-04 08:00:00,1808.82996,1809.31995,1804.05005,1805.32996,0,0,0,0.0,0
2022-07-04 12:00:00,1805.35999,1810.98999,1805.26001,1806.59998,0,1,0,0.0,0
2022-07-04 16:00:00,1806.62,1808.26001,1805.56006,1808.04004,0,0,0,0.0,0
2022-07-04 20:00:00,1808.02002,1809.88,1807.47998,1809.25,0,0,0,0.0,0
2022-07-05 00:00:00,1809.26001,1812.19995,1806.59998,1810.98999,0,0,0,0.0,0
2022-07-05 04:00:00,1810.88,1812.12,1805.88,1806.19995,0,0,0,0.0,0
2022-07-05 08:00:00,1806.16003,1806.16003,1797.55005,1798.21997,0,0,0,0.0,0
2022-07-05 12:00:00,1798.26001,1804.70996,1765.13,1769.03003,0,0,0,0.0,0
2022-07-05 16:00:00,1769.06995,1771.40002,1763.93994,1767.28003,0,0,0,0.0,0
2022-07-05 20:00:00,1767.06995,1770.14001,1764.68994,1769.56006,2,0,0,0.0,0
2022-07-06 00:00:00,1769.60999,1772.98999,1768.48999,1769.28003,0,1,0,0.0,0
2022-07-06 04:00:00,1769.26001,1770.31995,1763.17004,1767.87,0,2,2,-7.680059999999912,1
2022-07-06 08:00:00,1767.91003,1771.83997,1760.18994,1763.41003,0,0,0,0.0,0
2022-07-06 12:00:00,1763.26001,1767.88,1732.76001,1733.80005,0,0,0,0.0,0
2022-07-06 16:00:00,1733.76001,1744.01001,1732.37,1739.55005,0,0,0,0.0,0
2022-07-06 20:00:00,1739.45996,1741.0,1738.28003,1740.06006,0,0,0,0.0,0
2022-07-07 00:00:00,1740.07996,1747.01001,1736.53003,1745.95996,0,0,0,0.0,0
2022-07-07 04:00:00,1745.89001,1747.77002,1741.26001,1744.73999,0,0,0,0.0,0
2022-07-07 08:00:00,1744.64001,1745.31995,1740.12,1743.78003,0,2,0,0.0,0
2022-07-07 12:00:00,1743.93005,1749.08997,1738.16003,1739.84998,0,0,0,0.0,0
2022-07-07 16:00:00,1739.90002,1743.09998,1738.75,1740.76001,0,0,0,0.0,0
2022-07-07 20:00:00,1740.71997,1741.96997,1739.01001,1741.83997,0,0,0,0.0,0
2022-07-08 00:00:00,1742.30005,1746.68994,1740.73999,1742.53003,0,0,0,0.0,0
2022-07-08 04:00:00,1742.52002,1743.93005,1734.03003,1736.59998,0,0,0,0.0,0
2022-07-08 08:00:00,1736.56006,1743.35999,1734.93005,1741.04004,0,0,0,0.0,0
2022-07-08 12:00:00,1741.04004,1752.35999,1733.26001,1742.48999,0,0,0,0.0,0
2022-07-08 16:00:00,1742.59998,1744.62,1740.65002,1741.31995,0,0,0,0.0,0
2022-07-08 20:00:00,1741.59998,1742.73999,1741.23999,1742.33997,0,0,0,0.0,0
2022-07-10 20:00:00,1742.77002,1744.68994,1740.44995,1742.06995,0,0,0,0.0,0
2022-07-11 00:00:00,1742.06006,1743.63,1738.57996,1742.70996,0,0,0,0.0,0
2022-07-11 04:00:00,1742.65002,1742.81006,1736.05005,1736.81995,0,0,0,0.0,0
2022-07-11 08:00:00,1736.92004,1739.94995,1733.68994,1734.95996,0,0,0,0.0,0
2022-07-11 12:00:00,1734.93994,1742.56006,1734.20996,1738.13,2,0,0,0.0,0
2022-07-11 16:00:00,1738.16003,1738.26001,1731.30005,1732.09998,1,0,0,0.0,0
2022-07-11 20:00:00,1732.12,1734.58997,1732.12,1733.26001,0,0,0,0.0,0
2022-07-12 00:00:00,1733.34998,1744.31006,1723.30005,1733.45996,0,0,0,0.0,0
2022-07-12 04:00:00,1733.44995,1737.98999,1725.57996,1734.37,0,0,0,0.0,0
2022-07-12 08:00:00,1734.39001,1739.40002,1731.67004,1735.62,0,0,0,0.0,0
2022-07-12 12:00:00,1735.56006,1736.93994,1726.29004,1732.03003,0,0,0,0.0,0
2022-07-12 16:00:00,1732.09998,1732.59998,1724.57996,1725.81006,0,0,0,0.0,0
2022-07-12 20:00:00,1725.72998,1726.51001,1725.05005,1725.40002,0,0,0,0.0,0
2022-07-13 00:00:00,1725.40002,1728.84998,1722.87,1727.32996,2,0,0,0.0,0
2022-07-13 04:00:00,1727.32996,1728.60999,1722.62,1726.92004,0,0,0,0.0,0
2022-07-13 08:00:00,1726.83997,1731.92004,1725.37,1729.53003,2,0,2,0.0,3
2022-07-13 12:00:00,1729.48999,1745.38,1707.43005,1737.54004,0,0,0,0.0,0
2022-07-13 16:00:00,1737.51001,1740.05005,1732.54004,1733.18005,0,0,0,0.0,0
2022-07-13 20:00:00,1733.17004,1736.64001,1730.26001,1732.14001,0,0,0,0.0,0
2022-07-14 00:00:00,1732.13,1733.62,1725.57996,1732.05005,0,0,0,0.0,0
2022-07-14 04:00:00,1732.08997,1732.32996,1715.23999,1718.39001,0,0,0,0.0,0
2022-07-14 08:00:00,1718.52002,1718.94995,1710.05005,1713.79004,0,0,0,0.0,0
2022-07-14 12:00:00,1713.69995,1714.93994,1697.63,1711.55005,0,2,2,0.0,0
2022-07-14 16:00:00,1711.54004,1712.39001,1704.98999,1709.13,0,0,0,0.0,0
2022-07-14 20:00:00,1709.08997,1712.05005,1708.94995,1711.80005,2,0,0,0.0,0
2022-07-15 00:00:00,1711.79004,1716.65002,1708.57996,1708.59998,0,0,0,0.0,0
2022-07-15 04:00:00,1708.63,1712.51001,1700.72998,1703.54004,0,0,0,0.0,0
2022-07-15 08:00:00,1703.51001,1707.94995,1701.30005,1704.51001,0,0,0,0.0,0
2022-07-15 12:00:00,1704.60999,1714.15002,1699.14001,1704.76001,0,0,0,0.0,0
2022-07-15 16:00:00,1704.73999,1705.80005,1703.19995,1705.64001,0,0,0,0.0,0
2022-07-15 20:00:00,1705.44995,1708.06995,1704.92004,1707.69995,0,0,0,0.0,0
2022-07-17 20:00:00,1707.56995,1710.64001,1706.05005,1710.39001,0,0,0,0.0,0
2022-07-18 00:00:00,1710.23999,1717.79004,1707.63,1716.13,0,0,0,0.0,0
2022-07-18 04:00:00,1716.12,1720.82996,1711.98999,1718.79004,0,0,0,0.0,0
2022-07-18 08:00:00,1718.69995,1723.92004,1713.02002,1715.58997,0,0,0,0.0,0
2022-07-18 12:00:00,1715.55005,1721.31006,1708.96997,1710.58997,0,0,0,0.0,0
2022-07-18 16:00:00,1710.55005,1712.93005,1706.77002,1707.54004,0,0,0,0.0,0
2022-07-18 20:00:00,1707.73999,1710.26001,1706.94995,1708.38,0,0,0,0.0,0
2022-07-19 00:00:00,1708.35999,1709.68005,1705.41003,1709.54004,0,0,0,0.0,0
2022-07-19 04:00:00,1709.48999,1711.76001,1707.46997,1711.71997,0,0,0,0.0,0
2022-07-19 08:00:00,1711.68005,1718.46997,1710.85999,1714.10999,0,0,0,0.0,0
2022-07-19 12:00:00,1714.12,1715.32996,1708.65002,1714.45996,0,2,2,0.0,0
2022-07-19 16:00:00,1714.51001,1714.53003,1709.80005,1712.18005,1,0,0,0.0,0
2022-07-19 20:00:00,1712.01001,1712.48999,1709.71997,1710.02002,0,0,0,0.0,0
2022-07-20 00:00:00,1710.01001,1713.44995,1709.62,1712.26001,2,0,0,0.0,0
2022-07-20 04:00:00,1712.28003,1713.52002,1706.03003,1707.60999,1,0,0,0.0,0
2022-07-20 08:00:00,1707.62,1714.05005,1706.43005,1708.26001,0,1,0,0.0,0
2022-07-20 12:00:00,1708.23999,1714.51001,1706.38,1707.95996,0,1,0,0.0,0
2022-07-20 16:00:00,1707.84998,1708.10999,1695.70996,1695.73999,0,0,0,0.0,0
2022-07-20 20:00:00,1695.79004,1697.51001,1692.58997,1695.47998,0,0,0,0.0,0
2022-07-21 00:00:00,1695.39001,1695.56995,1690.07996,1691.59998,0,0,0,0.0,0
2022-07-21 04:00:00,1691.56006,1693.90002,1685.44995,1689.53003,0,0,0,0.0,0
2022-07-21 08:00:00,1689.53003,1689.65002,1680.95996,1684.93994,0,0,0,0.0,0
2022-07-21 12:00:00,1684.95996,1718.38,1683.96997,1713.26001,0,0,0,0.0,0
2022-07-21 16:00:00,1713.31006,1719.96997,1710.44995,1719.89001,0,0,0,0.0,0
2022-07-21 20:00:00,1719.73999,1720.26001,1717.16003,1718.18005,0,0,0,0.0,0
2022-07-22 00:00:00,1718.18005,1719.04004,1712.94995,1713.71997,0,0,0,0.0,0
2022-07-22 04:00:00,1713.66003,1720.41003,1713.16003,1716.26001,0,0,0,0.0,0
2022-07-22 08:00:00,1716.40002,1730.27002,1716.06006,1728.65002,0,0,0,0.0,0
2022-07-22 12:00:00,1728.66003,1739.40002,1722.26001,1731.17004,0,0,0,0.0,0
2022-07-22 16:00:00,1731.22998,1731.46997,1720.58997,1724.15002,1,0,0,0.0,0
2022-07-22 20:00:00,1723.93994,1728.08997,1723.60999,1727.58997,0,0,0,0.0,0
2022-07-24 20:00:00,1726.83997,1727.21997,1724.40002,1724.78003,0,0,0,0.0,0
2022-07-25 00:00:00,1724.46997,1728.93005,1720.06006,1727.51001,2,0,0,0.0,0
2022-07-25 04:00:00,1727.53003,1729.26001,1723.89001,1725.67004,0,0,0,0.0,0
2022-07-25 08:00:00,1725.68994,1736.35999,1725.40002,1726.06995,0,1,1,11.209960000000137,1
2022-07-25 12:00:00,1726.29004,1727.48999,1714.85999,1716.54004,1,0,0,0.0,0
2022-07-25 16:00:00,1716.48999,1721.48999,1715.57996,1719.13,0,0,0,0.0,0
2022-07-25 20:00:00,1719.44995,1719.95996,1718.04004,1719.13,0,0,0,0.0,0
2022-07-26 00:00:00,1719.40002,1728.19995,1718.82996,1724.15002,0,0,0,0.0,0
2022-07-26 04:00:00,1724.16003,1727.98999,1721.15002,1724.94995,0,0,0,0.0,0
2022-07-26 08:00:00,1724.87,1725.89001,1716.23999,1717.88,0,0,0,0.0,0
2022-07-26 12:00:00,1717.89001,1722.01001,1713.70996,1717.06006,0,0,0,0.0,0
2022-07-26 16:00:00,1717.09998,1720.22998,1716.37,1717.70996,0,1,1,0.0,0
2022-07-26 20:00:00,1717.70996,1718.76001,1716.98999,1718.06006,0,0,0,0.0,0
2022-07-27 00:00:00,1718.04004,1720.19995,1715.87,1716.85999,0,0,0,0.0,0
2022-07-27 04:00:00,1716.87,1721.94995,1713.84998,1719.81006,0,0,0,0.0,0
2022-07-27 08:00:00,1719.82996,1725.19995,1719.71997,1720.68005,0,1,0,0.0,0
2022-07-27 12:00:00,1720.68005,1723.18005,1711.65002,1718.92004,1,0,0,0.0,0
2022-07-27 16:00:00,1718.93005,1740.34998,1718.57996,1734.71997,0,0,0,0.0,0
2022-07-27 20:00:00,1734.34998,1740.05005,1733.23999,1738.83997,0,0,0,0.0,0
2022-07-28 00:00:00,1738.78003,1741.66003,1734.34998,1736.98999,0,0,0,0.0,0
2022-07-28 04:00:00,1737.01001,1744.71997,1735.42004,1744.31995,0,0,0,0.0,0
2022-07-28 08:00:00,1744.26001,1748.62,1737.92004,1740.46997,0,0,0,0.0,0
2022-07-28 12:00:00,1740.43005,1756.84998,1736.13,1753.05005,2,0,2,0.0,0
2022-07-28 16:00:00,1753.01001,1755.65002,1750.39001,1755.43994,0,0,0,0.0,0
2022-07-28 20:00:00,1755.41003,1757.07996,1754.31995,1754.94995,0,0,0,0.0,0
2022-07-29 00:00:00,1755.02002,1764.06995,1752.68994,1763.0,0,0,0,0.0,0
2022-07-29 04:00:00,1762.93994,1767.97998,1760.64001,1766.65002,0,0,0,0.0,0
2022-07-29 08:00:00,1766.47998,1766.51001,1756.38,1761.33997,0,0,0,0.0,0
2022-07-29 12:00:00,1761.51001,1767.21997,1752.70996,1765.96997,0,0,0,0.0,0
2022-07-29 16:00:00,1765.98999,1766.73999,1760.95996,1761.42004,1,0,0,0.0,0
2022-07-29 20:00:00,1761.83997,1766.48999,1761.48999,1766.30005,0,0,0,0.0,0
2022-07-31 20:00:00,1765.25,1766.23999,1760.92004,1762.26001,0,0,0,0.0,0
2022-08-01 00:00:00,1762.26001,1765.91003,1760.57996,1762.18005,0,0,0,0.0,0
2022-08-01 04:00:00,1762.14001,1767.46997,1758.43994,1764.53003,2,0,2,10.479980000000069,2
2022-08-01 08:00:00,1764.51001,1775.01001,1762.34998,1772.70996,0,0,0,0.0,0
2022-08-01 12:00:00,1772.71997,1775.06995,1764.30005,1769.0,0,0,0,0.0,0
2022-08-01 16:00:00,1768.82996,1773.43005,1766.58997,1771.0,0,0,0,0.0,0
2022-08-01 20:00:00,1771.01001,1772.68005,1770.91003,1772.34998,0,0,0,0.0,0
2022-08-02 00:00:00,1772.38,1780.58997,1770.90002,1774.78003,0,0,0,0.0,0
2022-08-02 04:00:00,1774.76001,1776.18994,1769.03003,1772.23999,0,0,0,0.0,0
2022-08-02 08:00:00,1772.30005,1779.85999,1770.52002,1778.68005,0,0,0,0.0,0
2022-08-02 12:00:00,1778.68994,1788.12,1774.62,1778.12,0,0,0,0.0,0
2022-08-02 16:00:00,1778.06995,1778.38,1760.53003,1760.70996,0,0,0,0.0,0
2022-08-02 20:00:00,1760.75,1763.73999,1755.10999,1756.79004,0,0,0,0.0,0
2022-08-03 00:00:00,1756.90002,1769.47998,1755.64001,1768.97998,0,0,0,0.0,0
2022-08-03 04:00:00,1768.98999,1770.73999,1765.28003,1766.21997,0,0,0,0.0,0
2022-08-03 08:00:00,1766.27002,1768.42004,1760.31995,1765.70996,0,0,0,0.0,0
2022-08-03 12:00:00,1765.64001,1772.81995,1754.41003,1758.56006,0,0,0,0.0,0
2022-08-03 16:00:00,1758.55005,1766.31006,1757.53003,1765.25,0,0,0,0.0,0
2022-08-03 20:00:00,1765.31006,1766.14001,1763.31995,1763.69995,0,0,0,0.0,0
2022-08-04 00:00:00,1763.79004,1771.59998,1763.41003,1770.81995,0,0,0,0.0,0
2022-08-04 04:00:00,1770.76001,1774.89001,1769.13,1773.12,0,0,0,0.0,0
2022-08-04 08:00:00,1772.94995,1786.28003,1772.81006,1785.68994,0,0,0,0.0,0
2022-08-04 12:00:00,1785.73999,1790.06995,1774.46997,1787.83997,0,2,2,0.0,0
2022-08-04 16:00:00,1787.88,1794.98999,1787.23999,1793.65002,0,0,0,0.0,0
2022-08-04 20:00:00,1793.68005,1793.80005,1789.80005,1793.43005,0,2,0,0.0,0
2022-08-05 00:00:00,1793.32996,1794.94995,1788.84998,1792.19995,0,0,0,0.0,0
2022-08-05 04:00:00,1792.25,1792.96997,1788.62,1790.60999,0,0,0,0.0,0
2022-08-05 08:00:00,1790.65002,1790.82996,1783.93994,1787.93005,0,0,0,0.0,0
2022-08-05 12:00:00,1787.94995,1789.23999,1765.08997,1773.70996,0,0,0,0.0,0
2022-08-05 16:00:00,1773.70996,1776.12,1771.68994,1773.55005,0,0,0,0.0,0
2022-08-05 20:00:00,1773.78003,1776.05005,1773.10999,1774.94995,0,0,0,0.0,0
2022-08-07 20:00:00,1773.71997,1775.20996,1771.05005,1774.68005,0,2,0,0.0,0
2022-08-08 00:00:00,1774.28003,1775.52002,1771.17004,1773.44995,0,0,0,0.0,0
2022-08-08 04:00:00,1773.48999,1779.23999,1771.38,1777.79004,0,0,0,0.0,0
2022-08-08 08:00:00,1777.76001,1783.26001,1772.63,1782.93994,0,0,0,0.0,0
2022-08-08 12:00:00,1783.09998,1790.06995,1780.68994,1787.23999,0,0,0,0.0,0
2022-08-08 16:00:00,1787.25,1789.46997,1785.77002,1788.68994,0,0,0,0.0,0
2022-08-08 20:00:00,1788.72998,1790.70996,1787.96997,1789.30005,0,0,0,0.0,0
2022-08-09 00:00:00,1789.23999,1790.14001,1783.33997,1785.80005,0,0,0,0.0,0
2022-08-09 04:00:00,1785.85999,1789.19995,1783.57996,1787.18994,0,0,0,0.0,0
2022-08-09 08:00:00,1787.08997,1794.71997,1786.46997,1789.53003,0,0,0,0.0,0
2022-08-09 12:00:00,1789.67004,1800.44995,1788.05005,1796.27002,0,0,0,0.0,0
2022-08-09 16:00:00,1796.23999,1798.31995,1793.35999,1794.06995,0,0,0,0.0,0
2022-08-09 20:00:00,1794.23999,1795.10999,1793.39001,1794.26001,0,0,0,0.0,0
2022-08-10 00:00:00,1794.21997,1794.71997,1791.05005,1791.37,0,0,0,0.0,0
2022-08-10 04:00:00,1791.42004,1791.88,1787.66003,1790.53003,0,2,0,0.0,0
2022-08-10 08:00:00,1790.48999,1795.34998,1788.68994,1792.41003,2,0,0,0.0,0
2022-08-10 12:00:00,1792.39001,1807.94995,1787.98999,1798.09998,0,0,0,0.0,0
2022-08-10 16:00:00,1798.09998,1800.18994,1788.18994,1790.33997,1,0,1,0.0,0
2022-08-10 20:00:00,1790.06006,1792.98999,1790.04004,1791.76001,0,0,0,0.0,0
2022-08-11 00:00:00,1791.79004,1792.55005,1784.54004,1785.89001,1,0,0,0.0,0
2022-08-11 04:00:00,1785.81995,1788.39001,1783.64001,1788.07996,0,0,0,0.0,0
2022-08-11 08:00:00,1788.06006,1795.08997,1785.73999,1794.96997,0,0,0,0.0,0
2022-08-11 12:00:00,1795.03003,1799.32996,1786.41003,1790.41003,0,0,0,0.0,0
2022-08-11 16:00:00,1790.46997,1791.98999,1785.08997,1785.64001,0,0,0,0.0,0
2022-08-11 20:00:00,1785.98999,1790.22998,1785.68994,1789.08997,0,0,0,0.0,0
2022-08-12 00:00:00,1789.06006,1791.48999,1786.28003,1791.20996,0,0,0,0.0,0
2022-08-12 04:00:00,1791.10999,1794.18005,1787.31006,1788.85999,0,0,0,0.0,0
2022-08-12 08:00:00,1788.81006,1789.76001,1784.93005,1785.43994,0,0,0,0.0,0
2022-08-12 12:00:00,1785.39001,1798.73999,1785.05005,1795.05005,2,0,0,0.0,0
2022-08-12 16:00:00,1794.96997,1802.18005,1794.96997,1801.51001,0,0,0,0.0,0
2022-08-12 20:00:00,1801.48999,1803.64001,1800.35999,1803.64001,0,0,0,0.0,0
2022-08-14 20:00:00,1801.96997,1802.38,1799.07996,1799.26001,0,0,0,0.0,0
2022-08-15 00:00:00,1799.19995,1801.72998,1794.01001,1795.45996,0,0,0,0.0,0
2022-08-15 04:00:00,1795.51001,1795.56006,1786.23999,1786.98999,0,0,0,0.0,0
2022-08-15 08:00:00,1787.01001,1788.22998,1773.05005,1775.16003,0,0,0,0.0,0
2022-08-15 12:00:00,1775.08997,1786.38,1773.31006,1780.85999,0,0,0,0.0,0
2022-08-15 16:00:00,1780.85999,1784.16003,1777.5,1778.56006,0,0,0,0.0,0
2022-08-15 20:00:00,1778.95996,1780.54004,1777.94995,1778.60999,0,0,0,0.0,0
2022-08-16 00:00:00,1778.69995,1783.23999,1776.92004,1781.35999,0,0,0,0.0,0
2022-08-16 04:00:00,1781.37,1782.23999,1776.03003,1776.07996,1,0,0,0.0,0
2022-08-16 08:00:00,1776.01001,1777.92004,1773.96997,1776.08997,0,0,0,0.0,0
2022-08-16 12:00:00,1776.08997,1778.68005,1771.44995,1774.38,1,0,0,0.0,0
2022-08-16 16:00:00,1774.45996,1777.65002,1772.88,1775.81995,0,0,0,0.0,0
2022-08-16 20:00:00,1775.92004,1776.16003,1775.12,1775.68994,0,0,0,0.0,0
2022-08-17 00:00:00,1775.69995,1777.01001,1773.94995,1775.87,0,0,0,0.0,0
2022-08-17 04:00:00,1775.96997,1782.40002,1773.56995,1773.63,1,1,1,12.219970000000103,1
2022-08-17 08:00:00,1773.62,1777.01001,1767.51001,1769.37,0,0,0,0.0,0
2022-08-17 12:00:00,1769.35999,1773.68005,1761.41003,1762.14001,0,0,0,0.0,0
2022-08-17 16:00:00,1762.13,1770.30005,1759.85999,1764.41003,0,0,0,0.0,0
2022-08-17 20:00:00,1764.57996,1765.39001,1761.83997,1764.96997,0,2,2,0.0,0
2022-08-18 00:00:00,1764.98999,1767.60999,1761.93994,1762.43994,1,0,0,0.0,0
2022-08-18 04:00:00,1762.38,1765.44995,1760.97998,1762.81006,0,0,0,0.0,0
2022-08-18 08:00:00,1762.81995,1772.47998,1762.68005,1770.57996,0,0,0,0.0,0
2022-08-18 12:00:00,1770.57996,1772.08997,1757.83997,1759.80005,1,0,0,0.0,0
2022-08-18 16:00:00,1760.04004,1761.31006,1755.48999,1759.66003,0,0,0,0.0,0
2022-08-18 20:00:00,1759.53003,1759.78003,1757.31995,1758.46997,0,0,0,0.0,0
2022-08-19 00:00:00,1758.51001,1758.64001,1753.45996,1754.27002,0,0,0,0.0,0
2022-08-19 04:00:00,1754.35999,1757.43994,1751.85999,1754.01001,0,0,0,0.0,0
2022-08-19 08:00:00,1754.01001,1754.67004,1749.84998,1753.09998,0,2,2,0.0,3
2022-08-19 12:00:00,1753.01001,1758.14001,1745.88,1749.15002,0,0,0,0.0,0
