date,close,high,low,open,volume,engulfing,star,signal,rsi,ema_20,target_amount,target_category
2005-08-10,1.7962028980255127,1.7979143857955933,1.78670334815979,1.7877893447875977,0,0,0,0,,1.7962028980255127,0.0,0
2005-08-11,1.8125134706497192,1.8134009838104248,1.796105980873108,1.7963963747024536,0,0,0,0,,1.7977562858944847,0.0,0
2005-08-12,1.815112590789795,1.8176862001419067,1.8082855939865112,1.8126121759414673,0,0,0,0,,1.7994092673130857,0.0,0
2005-08-15,1.8096927404403687,1.8164974451065063,1.8078933954238892,1.8155081272125244,0,0,0,0,,1.8003886457061602,0.0,0
2005-08-16,1.8091033697128296,1.813894510269165,1.8047934770584106,1.8095945119857788,0,0,0,0,,1.801218619421081,0.0,0
2005-08-17,1.8065868616104126,1.8122836351394653,1.8026137351989746,1.8091033697128296,0,0,0,0,,1.8017298805819697,0.0,0
2005-08-18,1.7946876287460327,1.8092014789581299,1.791986107826233,1.8065868616104126,0,0,0,0,,1.801059189930928,0.0,0
2005-08-19,1.7951065301895142,1.7977850437164307,1.7896130084991455,1.7946876287460327,0,0,0,0,,1.8004922699555552,0.0,0
2005-08-22,1.8013150691986084,1.8045982122421265,1.7951065301895142,1.7968159914016724,0,0,0,0,,1.800570631788227,0.0,0
2005-08-23,1.8008931875228882,1.8021913766860962,1.7969130277633667,1.8013150691986084,0,0,0,0,,1.8006013513820043,0.0,0
2005-08-24,1.8004069328308105,1.8027113676071167,1.7916971445083618,1.8008931875228882,0,0,0,0,,1.8005828353295097,0.0,0
2005-08-25,1.8026137351989746,1.8081873655319214,1.798593521118164,1.8001152276992798,0,0,0,0,,1.8007762543646968,0.0,0
2005-08-26,1.8006014823913574,1.8092014789581299,1.7994996309280396,1.8027113676071167,0,0,0,0,,1.800759609414855,0.0,0
2005-08-29,1.7964931726455688,1.80890691280365,1.7933038473129272,1.8040121793746948,0,0,0,0,,1.8003532821034944,0.0,0
2005-08-30,1.7859057188034058,1.7966868877410889,1.7825946807861328,1.7964931726455688,0,0,0,0,42.173617591896274,1.7989773236939621,0.0,0
2005-08-31,1.8033939599990845,1.8056081533432007,1.7825946807861328,1.7857142686843872,0,2,0,0,43.19060606276392,1.7993979557230213,0.0,0
2005-09-01,1.8326095342636108,1.836210012435913,1.8010878562927246,1.8031988143920898,0,0,0,0,59.34873802387009,1.8025609632030775,0.0,0
2005-09-02,1.8422991037368774,1.8450864553451538,1.8306971788406372,1.8325086832046509,0,0,0,0,66.66159041734079,1.8063455480158204,0.0,0
2005-09-05,1.842808485031128,1.850104570388794,1.837694764137268,1.839790940284729,0,0,0,0,67.23713489687799,1.809818208683945,0.0,0
2005-09-06,1.841010332107544,1.8465856313705444,1.837897539138794,1.8429102897644043,0,0,0,0,67.7348151805817,1.81278888710524,0.0,0
2005-09-07,1.8367160558700562,1.8461084365844727,1.8358055353164673,1.841010332107544,0,0,0,0,73.49385065651639,1.8150676650828415,0.0,0
2005-09-08,1.836007833480835,1.8436918258666992,1.833583950996399,1.8369859457015991,0,0,0,0,72.79007268007615,1.8170619668350314,0.0,0
2005-09-09,1.8394863605499268,1.8418920040130615,1.8325086832046509,1.836108922958374,0,0,0,0,71.93628827841337,1.8191976233793072,0.0,0
2005-09-12,1.8209961652755737,1.8427064418792725,1.8189092874526978,1.841586709022522,0,1,0,0,59.56617632042913,1.8193689130837136,0.0,0
2005-09-13,1.8227885961532593,1.8249839544296265,1.819008708000183,1.8212946653366089,0,0,0,0,60.51973665779521,1.8196945971855751,0.0,0
2005-09-14,1.8228882551193237,1.8298931121826172,1.822190761566162,1.8229877948760986,0,0,0,0,59.721915767595476,1.8199987550840273,0.0,0
2005-09-15,1.8075991868972778,1.8238855600357056,1.8045982122421265,1.8228882551193237,0,0,0,0,52.97650376797662,1.8188178438281464,0.0,0
2005-09-16,1.8087108135223389,1.8143880367279053,1.8026137351989746,1.8076971769332886,0,0,0,0,55.33277484949554,1.8178552695133077,0.0,0
2005-09-19,1.8029061555862427,1.8061951398849487,1.7976881265640259,1.8013150691986084,0,0,0,0,57.743691994257254,1.8164315443773966,0.0,0
2005-09-20,1.7976881265640259,1.8076971769332886,1.7975913286209106,1.8029061555862427,0,0,0,0,47.073912681994024,1.8146464569665994,0.0,0
2005-09-22,1.7917935848236084,1.8150137662887573,1.7884927988052368,1.8022890090942383,0,0,0,0,22.48795907773848,1.8124699929529813,0.0,0
2005-09-23,1.7756942510604858,1.7932074069976807,1.7755050659179688,1.791986107826233,0,0,0,0,8.675753155962383,1.8089675413441721,0.0,0
2005-09-26,1.7788846492767334,1.7799928188323975,1.7713849544525146,1.7722011804580688,0,0,0,0,11.6161211260508,1.806102504004416,0.0,0
2005-09-27,1.7670965194702148,1.778789758682251,1.764508605003357,1.7785998582839966,0,0,0,0,10.371794445708503,1.802387648334492,0.0,0
