datetime,open,high,low,close,engulfing,star,signal,rsi,ema_20,target_amount,target_category
2025-08-08 13:40:00,3384.48,3386.2,3384.35,3386.01,0,0,0,45.95450619061338,3384.4258226356974,0.0,0
2025-08-08 13:45:00,3386.17,3386.72,3384.51,3386.72,0,2,0,42.581829305597395,3384.644315718012,0.0,0
2025-08-08 13:50:00,3386.72,3388.31,3386.72,3388.31,0,0,0,45.14903565166542,3384.993428506773,0.0,0
2025-08-08 13:55:00,3388.51,3390.5,3388.5,3390.5,0,0,0,55.50660792951546,3385.5178638870802,0.0,0
2025-08-08 14:00:00,3390.49,3390.49,3386.33,3386.81,0,0,0,47.589653145208885,3385.640924469263,0.0,0
2025-08-08 14:05:00,3386.65,3386.65,3379.75,3381.61,0,0,0,46.576524741082174,3385.257026900762,0.0,0
2025-08-08 14:10:00,3381.6,3383.37,3381.6,3382.59,0,0,0,49.26829268292716,3385.0030243387846,0.0,0
2025-08-08 14:15:00,3382.6,3383.2,3381.41,3383.2,0,0,0,45.02487562189003,3384.831307735091,0.0,0
2025-08-08 14:20:00,3383.19,3383.2,3381.81,3381.82,0,0,0,38.65465078854217,3384.544516522225,0.0,0
2025-08-08 14:25:00,3381.82,3382.73,3378.74,3378.8,0,0,0,40.83645018701125,3383.9974197105844,0.0,0
2025-08-08 14:30:00,3378.81,3379.4,3377.51,3379.29,0,2,2,48.468398604110135,3383.549094023862,-1.7799999999997453,1
2025-08-08 14:35:00,3379.29,3379.3,3377.51,3377.51,1,0,1,45.080174927113795,3382.9739422120656,-1.8899999999998727,2
2025-08-08 14:40:00,3377.52,3378.09,3377.28,3377.79,0,0,0,41.04068857589949,3382.4802334299643,0.0,0
2025-08-08 14:45:00,3377.8,3379.4,3377.79,3378.82,0,0,0,38.414384961177205,3382.1316397699675,0.0,0
2025-08-08 14:50:00,3378.82,3379.6,3378.8,3379.6,0,0,0,36.49388959123305,3381.8905312204465,0.0,0
2025-08-08 14:55:00,3379.85,3381.37,3379.85,3381.37,0,0,0,39.20935861234325,3381.8409568184993,0.0,0
2025-08-08 15:00:00,3381.59,3382.61,3381.59,3382.54,0,0,0,38.16167418957667,3381.907532359595,0.0,0
2025-08-08 15:05:00,3382.53,3382.53,3381.32,3381.32,0,0,0,30.38461538461428,3381.8515768967764,0.0,0
2025-08-08 15:10:00,3381.32,3382.2,3381.25,3382.2,0,0,0,38.805245264690136,3381.884760049464,0.0,0
2025-08-08 15:15:00,3382.19,3384.0,3381.77,3384.0,0,0,0,56.95171611402012,3382.0862114733245,0.0,0
2025-08-08 15:20:00,3384.0,3385.32,3384.0,3384.61,0,0,0,56.00475624256892,3382.326572285389,0.0,0
2025-08-08 15:25:00,3384.61,3385.51,3384.6,3385.0,0,0,0,55.42168674698897,3382.5811844486852,0.0,0
2025-08-08 15:30:00,3385.19,3385.2,3383.8,3384.2,1,0,0,57.428214731584866,3382.735357358334,0.0,0
2025-08-08 15:35:00,3384.2,3384.73,3384.2,3384.73,0,0,0,71.91426459719197,3382.925323324207,0.0,0
2025-08-08 15:40:00,3384.72,3384.72,3383.48,3383.8,0,0,0,66.1417322834661,3383.008625864759,0.0,0
2025-08-08 15:45:00,3383.81,3384.3,3383.8,3384.27,0,0,0,76.69826224328627,3383.1287567347817,0.0,0
2025-08-08 15:50:00,3384.27,3384.27,3383.68,3383.69,1,0,0,72.76234567901344,3383.182208474326,0.0,0
2025-08-08 15:55:00,3383.69,3384.13,3383.68,3384.13,0,0,0,71.4632174616014,3383.272474333914,0.0,0
2025-08-08 16:00:00,3384.13,3385.5,3384.13,3385.5,0,0,0,72.76234567901344,3383.484619635446,0.0,0
2025-08-08 16:05:00,3385.5,3386.62,3385.49,3386.62,0,0,0,71.32412672623971,3383.7832272892133,0.0,0
2025-08-08 16:10:00,3386.63,3387.0,3385.8,3386.01,0,0,0,64.76595744681075,3383.995300880717,0.0,0
2025-08-08 16:15:00,3386.0,3386.0,3384.79,3385.4,0,0,0,68.3123877917421,3384.12908174922,0.0,0
2025-08-08 16:20:00,3385.8,3388.23,3385.65,3388.23,0,0,0,73.03284950343905,3384.5196453921512,0.0,0
2025-08-08 16:25:00,3388.35,3388.88,3388.2,3388.21,0,1,0,68.61184792219375,3384.8711077357557,0.0,0
2025-08-08 16:30:00,3388.21,3388.4,3388.2,3388.4,2,0,0,67.40128558310454,3385.207192713303,0.0,0
2025-08-08 16:35:00,3388.6,3389.0,3388.59,3388.99,0,0,0,67.98917944093805,3385.5674600739408,0.0,0
2025-08-08 16:40:00,3388.99,3389.1,3388.99,3389.09,0,0,0,73.53224254090762,3385.9029400668987,0.0,0
2025-08-08 16:45:00,3389.1,3389.2,3389.09,3389.19,0,0,0,72.38955823293387,3386.2159933938606,0.0,0
2025-08-08 16:50:00,3389.19,3389.54,3388.6,3389.51,0,0,0,80.53475935829074,3386.529708308731,0.0,0
2025-08-08 16:55:00,3389.54,3389.54,3389.5,3389.5,0,0,0,79.41507311586105,3386.8125932317093,0.0,0
2025-08-08 17:00:00,3389.5,3389.5,3388.5,3388.5,0,0,0,75.83243823845314,3386.9732986382132,0.0,0
2025-08-08 17:05:00,3388.5,3390.0,3388.5,3389.96,2,0,0,78.21878025169394,3387.2577463869548,0.0,0
2025-08-08 17:10:00,3389.97,3389.97,3388.8,3389.6,0,0,0,71.99570815450556,3387.480818159626,0.0,0
2025-08-08 17:15:00,3389.48,3389.6,3389.48,3389.6,0,0,0,68.17073170731658,3387.682645001566,0.0,0
2025-08-08 17:20:00,3389.59,3389.59,3388.94,3389.39,0,0,0,71.66666666666268,3387.845250239512,0.0,0
2025-08-08 17:25:00,3389.39,3389.39,3388.4,3388.46,0,0,0,68.84236453201856,3387.903797835749,0.0,0
2025-08-08 17:30:00,3388.87,3389.4,3388.87,3389.39,0,0,0,59.32475884244217,3388.045340899011,0.0,0
2025-08-08 17:35:00,3389.39,3389.4,3389.2,3389.21,0,0,0,57.836990595611155,3388.156260813391,0.0,0
2025-08-08 17:40:00,3389.2,3389.21,3389.1,3389.11,0,0,0,55.64387917329126,3388.2470931168773,0.0,0
2025-08-08 17:45:00,3389.11,3389.8,3389.11,3389.54,2,0,0,54.486133768353774,3388.370227105746,0.0,0
2025-08-08 17:50:00,3389.54,3389.86,3389.54,3389.86,0,0,0,56.0629921259842,3388.512110238532,0.0,0
2025-08-08 17:55:00,3389.86,3389.98,3379.38,3379.8,1,0,0,21.213979153893618,3387.68238545391,0.0,0
2025-08-08 18:00:00,3379.63,3386.84,3375.19,3386.84,0,0,0,44.20321320017346,3387.602158267823,0.0,0
2025-08-08 18:05:00,3387.0,3389.6,3385.59,3389.59,0,0,0,50.17462165308526,3387.7914765280307,0.0,0
2025-08-08 18:10:00,3389.59,3389.64,3388.2,3388.2,0,0,0,49.4266055045868,3387.830383525361,0.0,0
2025-08-08 18:15:00,3388.2,3388.84,3386.0,3386.27,0,0,0,43.07172361997728,3387.6817755705647,0.0,0
2025-08-08 18:20:00,3386.23,3387.49,3384.91,3386.2,0,0,0,43.54593773728145,3387.540654087654,0.0,0
2025-08-08 18:25:00,3386.25,3386.79,3381.25,3381.45,0,0,0,36.89289160501742,3386.9605917935914,0.0,0
2025-08-08 18:30:00,3381.45,3383.0,3381.0,3383.0,0,0,0,40.14801110083271,3386.583392575154,0.0,0
2025-08-08 18:35:00,3382.99,3383.4,3382.06,3383.31,0,2,0,41.90506130147737,3386.2716409013296,0.0,0
2025-08-08 18:40:00,3382.83,3384.76,3381.0,3384.76,0,0,0,42.83946798639097,3386.127675101203,0.0,0
2025-08-08 18:45:00,3384.76,3387.15,3384.76,3386.39,0,0,0,45.82593250444028,3386.1526584248977,0.0,0
2025-08-08 18:50:00,3386.4,3389.18,3386.4,3389.13,0,0,0,50.02745744096648,3386.4362147653837,0.0,0
2025-08-08 18:55:00,3389.13,3389.13,3382.76,3386.26,1,0,0,45.779722079259265,3386.4194324067757,0.0,0
2025-08-08 19:00:00,3386.24,3386.59,3384.31,3384.6,0,0,0,43.457711442785914,3386.24615312994,0.0,0
2025-08-08 19:05:00,3385.16,3388.63,3385.16,3386.81,0,0,0,60.8346213292111,3386.2998528318503,0.0,0
2025-08-08 19:10:00,3386.82,3389.11,3386.82,3389.1,0,0,0,54.09420289855017,3386.5665335145313,0.0,0
2025-08-08 19:15:00,3389.1,3389.11,3389.0,3389.0,0,0,0,48.817635270540826,3386.798292227433,0.0,0
2025-08-08 19:20:00,3389.01,3389.01,3389.0,3389.01,0,0,0,51.71828595672546,3387.008931062916,0.0,0
2025-08-08 19:25:00,3389.01,3389.01,3386.65,3387.8,0,0,0,53.347921225383246,3387.084270961686,0.0,0
2025-08-08 19:30:00,3387.8,3387.8,3386.4,3386.98,0,0,0,51.652542372881726,3387.0743403939064,0.0,0
2025-08-08 19:35:00,3386.98,3387.4,3386.6,3386.6,0,0,0,63.39053562142445,3387.029165118296,0.0,0
2025-08-08 19:40:00,3386.61,3388.2,3386.61,3388.2,0,0,0,63.48547717842231,3387.140673202268,0.0,0
2025-08-08 19:45:00,3388.19,3388.19,3387.6,3387.61,0,0,0,60.99182004090003,3387.185370992528,0.0,0
2025-08-08 19:50:00,3387.6,3387.61,3387.6,3387.61,0,0,0,57.8685808945331,3387.2258118503823,0.0,0
2025-08-08 19:55:00,3387.6,3388.93,3387.6,3388.92,0,0,0,57.110736368746885,3387.387163102727,0.0,0
2025-08-08 20:00:00,3388.92,3388.93,3387.61,3388.2,0,0,0,47.051363348128525,3387.4645761405623,0.0,0
2025-08-08 20:05:00,3388.21,3388.81,3388.21,3388.8,0,0,0,59.40740740740664,3387.5917593652707,0.0,0
2025-08-08 20:10:00,3388.81,3388.81,3387.6,3387.61,1,0,0,61.55026861089818,3387.5934965685783,0.0,0
2025-08-08 20:15:00,3387.61,3387.81,3386.44,3386.44,0,0,0,48.457047539616894,3387.4836397525232,0.0,0
2025-08-08 20:20:00,3386.8,3386.8,3384.76,3385.04,0,0,0,31.711711711713306,3387.2509121570447,0.0,0
2025-08-08 20:25:00,3385.08,3385.39,3383.35,3383.95,0,0,0,29.114971050455992,3386.9365395706595,0.0,0
2025-08-08 20:30:00,3383.95,3385.74,3383.8,3383.8,0,1,0,28.69991823385186,3386.637821516311,0.0,0
2025-08-08 20:35:00,3383.8,3384.8,3383.54,3384.8,2,0,0,37.52079866888565,3386.46279089571,0.0,0
2025-08-08 20:40:00,3384.82,3386.0,3383.54,3384.4,0,0,0,38.879310344828255,3386.2663346199283,0.0,0
2025-08-08 20:45:00,3384.4,3385.13,3383.41,3384.15,0,0,0,39.31996512641777,3386.06477894184,0.0,0
2025-08-08 20:50:00,3384.01,3386.98,3384.01,3386.98,2,0,0,45.19685039370168,3386.151942852141,0.0,0
2025-08-08 20:55:00,3386.97,3387.21,3386.2,3387.21,0,2,0,48.37925445704996,3386.252710199556,0.0,0
2025-08-08 21:00:00,3387.21,3387.79,3385.65,3385.69,1,0,0,43.07359307359311,3386.1991187519793,0.0,0
2025-08-08 21:05:00,3385.69,3387.18,3385.68,3387.0,0,0,0,43.07359307359311,3386.2753931565526,0.0,0
2025-08-08 21:10:00,3387.0,3387.0,3386.01,3386.21,0,0,0,42.85714285714379,3386.269165236881,0.0,0
2025-08-08 21:15:00,3386.21,3386.21,3386.2,3386.21,0,0,0,40.285071267816356,3386.263530452416,0.0,0
2025-08-08 21:20:00,3386.2,3386.2,3385.35,3386.13,0,2,0,43.94435351882144,3386.2508132664716,0.0,0
2025-08-08 21:25:00,3386.13,3386.6,3385.81,3386.6,2,0,0,50.69444444444384,3386.284069145855,0.0,0
2025-08-08 21:30:00,3386.6,3387.63,3386.59,3387.63,0,0,0,61.61434977578578,3386.412253036726,0.0,0
2025-08-08 21:35:00,3387.67,3387.67,3384.56,3384.56,1,0,0,52.32292460015287,3386.235847985609,0.0,0
2025-08-08 21:40:00,3384.94,3386.44,3383.97,3385.39,0,0,0,55.7566980448939,3386.1552910345986,0.0,0
2025-08-08 21:45:00,3385.15,3386.77,3385.15,3386.77,0,0,0,56.94150810429807,3386.2138347455893,0.0,0
2025-08-08 21:50:00,3386.76,3386.77,3386.73,3386.73,0,0,0,58.42371655820658,3386.2629933412477,0.0,0
2025-08-08 21:55:00,3386.76,3387.16,3384.77,3384.78,0,0,0,52.02833226014205,3386.1217558801764,0.0,0
2025-08-08 22:00:00,3385.25,3386.37,3384.17,3385.86,0,0,0,45.936139332366075,3386.096826748731,0.0,0
2025-08-08 22:05:00,3385.86,3386.18,3385.85,3386.18,0,0,0,46.286950252342315,3386.104748010757,0.0,0
2025-08-08 22:10:00,3386.18,3387.87,3385.87,3386.34,0,1,0,52.597921662670274,3386.127152962113,0.0,0
2025-08-08 22:15:00,3386.64,3386.96,3386.63,3386.82,0,0,0,49.22945205479521,3386.193138394293,0.0,0
2025-08-08 22:20:00,3386.83,3386.83,3386.81,3386.81,0,0,0,52.75229357798121,3386.2518871186458,0.0,0
2025-08-08 22:25:00,3386.81,3386.81,3386.81,3386.81,0,0,0,52.75229357798121,3386.3050407263936,0.0,0
2025-08-08 22:30:00,3386.81,3386.81,3386.08,3386.08,0,0,0,49.78354978354899,3386.283608276261,0.0,0
2025-08-08 22:35:00,3386.08,3386.48,3386.08,3386.48,0,0,0,49.4773519163768,3386.3023122499503,0.0,0
2025-08-08 22:40:00,3386.48,3386.51,3386.47,3386.47,0,0,0,44.455066921604896,3386.3182825118597,0.0,0
2025-08-08 22:45:00,3386.48,3386.48,3386.47,3386.48,0,0,0,62.972972972972514,3386.3336841773967,0.0,0
2025-08-08 22:50:00,3386.48,3386.51,3386.47,3386.48,0,0,0,58.29528158295314,3386.347619017645,0.0,0
2025-08-08 22:55:00,3386.48,3388.88,3386.47,3388.76,0,0,0,63.31994645247689,3386.5773695873927,0.0,0
2025-08-08 23:00:00,3388.77,3388.77,3387.17,3387.17,0,0,0,52.439024390243965,3386.6338105790696,0.0,0
2025-08-08 23:05:00,3387.18,3387.18,3387.17,3387.18,0,0,0,66.9491525423683,3386.685828619158,0.0,0
2025-08-08 23:10:00,3387.17,3387.18,3387.17,3387.18,0,0,0,60.9999999999959,3386.732892560191,0.0,0
2025-08-08 23:15:00,3387.18,3387.18,3386.67,3386.67,1,0,0,53.95799676898353,3386.7269027925536,0.0,0
2025-08-08 23:20:00,3386.68,3386.68,3386.67,3386.67,0,0,0,52.7363184079593,3386.721483478977,0.0,0
2025-08-08 23:25:00,3386.67,3386.68,3386.67,3386.67,0,0,0,48.64864864864799,3386.716580290503,0.0,0
2025-08-08 23:30:00,3386.68,3386.68,3386.67,3386.68,0,0,0,48.82882882882789,3386.713096453312,0.0,0
2025-08-08 23:35:00,3386.67,3386.67,3383.96,3384.02,0,0,0,33.00852618757642,3386.4566110768064,0.0,0
2025-08-08 23:40:00,3384.17,3384.85,3384.17,3384.63,0,0,0,41.038318912238616,3386.2826481171105,0.0,0
2025-08-08 23:45:00,3384.63,3385.0,3384.62,3384.98,0,0,0,40.671641791044735,3386.158586391671,0.0,0
2025-08-08 23:50:00,3384.98,3385.0,3384.64,3385.0,0,0,0,40.86956521739224,3386.0482448305597,0.0,0
2025-08-08 23:55:00,3384.99,3385.76,3384.99,3385.75,0,0,0,45.84755403867998,3386.0198405609826,0.0,0
2025-08-09 00:00:00,3385.76,3385.97,3385.76,3385.95,0,0,0,47.05228031145584,3386.0131890789844,0.0,0
2025-08-09 00:05:00,3385.96,3386.58,3384.9,3385.82,0,0,0,28.50877192982034,3385.9947901190812,0.0,0
2025-08-09 00:10:00,3385.82,3385.83,3385.57,3385.57,0,0,0,35.45454545454267,3385.954333917264,0.0,0
2025-08-09 00:15:00,3385.57,3385.57,3384.96,3384.96,0,0,0,31.80327868852325,3385.859635448953,0.0,0
2025-08-09 00:20:00,3384.96,3384.96,3384.96,3384.96,0,0,0,31.80327868852325,3385.7739558823864,0.0,0
2025-08-09 00:25:00,3384.96,3384.96,3384.95,3384.95,0,0,0,34.64285714285337,3385.6954838935876,0.0,0
2025-08-09 00:30:00,3384.95,3384.95,3384.61,3384.62,0,0,0,32.71500843169986,3385.593056856103,0.0,0
2025-08-09 00:35:00,3384.62,3384.65,3384.62,3384.64,0,0,0,32.941176470584736,3385.502289536474,0.0,0
2025-08-09 00:40:00,3384.64,3384.7,3384.64,3384.69,0,0,0,33.38898163606132,3385.4249286282384,0.0,0
2025-08-09 00:45:00,3384.7,3385.12,3384.7,3385.11,0,0,0,64.53333333333528,3385.394935425549,0.0,0
2025-08-09 00:50:00,3385.12,3385.12,3385.11,3385.12,0,0,0,57.777777777775206,3385.3687510993063,0.0,0
2025-08-09 00:55:00,3385.12,3385.16,3385.11,3385.16,0,0,0,53.169014084504504,3385.3488700422295,0.0,0
2025-08-09 01:00:00,3385.16,3385.23,3385.16,3385.23,0,0,0,53.97923875432575,3385.3375490858266,0.0,0
2025-08-09 01:05:00,3385.28,3385.28,3385.28,3385.28,0,0,0,39.269406392698905,3385.33206822051,0.0,0
2025-08-09 01:10:00,3385.28,3385.39,3385.28,3385.39,0,0,0,36.66666666666739,3385.3375855328422,0.0,0
2025-08-09 01:15:00,3385.39,3385.39,3385.11,3385.11,1,0,0,34.222222222221404,3385.3159107201905,0.0,0
2025-08-09 01:20:00,3385.12,3385.12,3385.12,3385.12,0,0,0,38.80597014924562,3385.2972525563628,0.0,0
2025-08-09 01:25:00,3385.12,3385.95,3385.12,3385.91,0,0,0,71.68949771689479,3385.3556094557566,0.0,0
2025-08-09 01:30:00,3386.0,3386.05,3386.0,3386.05,0,0,0,73.39055793991801,3385.421741888542,0.0,0
2025-08-09 01:35:00,3386.05,3389.36,3386.05,3389.36,0,0,0,89.16518650089326,3385.7968140896332,0.0,0
2025-08-09 01:40:00,3389.33,3392.23,3389.33,3392.22,0,0,0,96.56862745098326,3386.4085460810966,0.0,0
2025-08-09 01:45:00,3392.22,3393.8,3392.22,3392.75,0,0,0,96.77047289504317,3387.012494073373,0.0,0
2025-08-09 01:50:00,3392.75,3392.75,3391.52,3391.53,1,0,0,84.75609756097904,3387.442732733052,0.0,0
2025-08-09 01:55:00,3391.52,3391.52,3388.02,3388.02,0,0,0,61.25290023201853,3387.497710567999,0.0,0
2025-08-09 02:00:00,3388.02,3388.02,3388.01,3388.02,0,0,0,61.22291021671896,3387.5474524186657,0.0,0
2025-08-09 02:05:00,3388.02,3388.02,3388.02,3388.02,0,0,0,61.10248447205049,3387.5924569502213,0.0,0
2025-08-09 02:10:00,3387.93,3387.93,3387.59,3387.59,0,0,0,58.912386706949576,3387.592222954962,0.0,0
2025-08-09 02:15:00,3387.58,3387.58,3387.52,3387.53,0,0,0,58.49056603773643,3387.5862969592513,0.0,0
2025-08-09 02:20:00,3387.53,3387.65,3387.33,3387.36,0,0,0,57.400450788881784,3387.564744867894,0.0,0
2025-08-09 02:25:00,3387.36,3387.38,3387.36,3387.38,0,0,0,58.69731800766295,3387.547150118571,0.0,0
2025-08-09 02:30:00,3387.39,3387.39,3387.39,3387.39,0,0,0,58.69731800766295,3387.532183440612,0.0,0
2025-08-09 02:35:00,3387.39,3387.39,3387.05,3387.05,0,0,0,54.52380952381102,3387.4862612081724,0.0,0
2025-08-09 02:40:00,3386.99,3386.99,3386.98,3386.98,0,0,0,53.711093375897406,3387.438045855013,0.0,0
2025-08-09 02:45:00,3386.88,3388.0,3386.88,3388.0,2,0,0,43.35937499999895,3387.4915652973928,0.0,0
2025-08-09 02:50:00,3388.0,3388.03,3387.93,3388.03,0,0,0,21.727395411608086,3387.5428447928794,0.0,0
2025-08-09 02:55:00,3388.14,3388.14,3387.48,3387.49,1,0,0,14.555256064688919,3387.537811955462,0.0,0
2025-08-09 03:00:00,3387.49,3387.64,3387.48,3387.64,0,0,0,19.370078740156657,3387.54754415018,0.0,0
2025-08-09 03:05:00,3387.67,3387.67,3387.67,3387.67,0,0,0,43.902439024392564,3387.5592066120676,0.0,0
2025-08-09 03:10:00,3387.66,3387.67,3387.66,3387.67,0,0,0,43.902439024392564,3387.569758363299,0.0,0
2025-08-09 03:15:00,3387.67,3387.67,3387.66,3387.66,0,0,0,43.74999999999901,3387.5783528048896,0.0,0
2025-08-09 03:20:00,3387.67,3387.82,3387.28,3387.28,0,0,0,44.52296819788156,3387.549938252043,0.0,0
2025-08-09 03:25:00,3387.28,3387.29,3387.28,3387.28,0,0,0,45.48736462093934,3387.5242298470866,0.0,0
2025-08-09 03:30:00,3387.28,3387.29,3387.28,3387.28,0,0,0,48.46153846154008,3387.50096986165,0.0,0
2025-08-09 03:35:00,3387.28,3387.29,3387.28,3387.29,0,0,0,48.26254826254556,3387.480877493874,0.0,0
2025-08-09 03:40:00,3387.28,3387.39,3387.28,3387.39,0,0,0,50.0,3387.472222494457,0.0,0
2025-08-09 03:45:00,3387.4,3387.4,3387.39,3387.39,0,0,0,57.2649572649488,3387.4643917806993,0.0,0
2025-08-09 03:50:00,3387.4,3387.4,3387.4,3387.4,0,0,0,59.21052631578842,3387.4582592301567,0.0,0
2025-08-09 03:55:00,3387.54,3387.55,3387.54,3387.55,0,0,0,34.04255319150445,3387.4669964463324,0.0,0
2025-08-09 04:00:00,3387.55,3387.55,3387.54,3387.55,0,0,0,32.60869565218036,3387.474901546682,0.0,0
2025-08-09 04:05:00,3387.55,3389.57,3387.55,3389.28,0,0,0,84.82490272374133,3387.6468156850933,0.0,0
2025-08-09 04:10:00,3389.28,3389.36,3389.28,3389.36,0,0,0,84.4000000000051,3387.8099760960367,0.0,0
2025-08-09 04:15:00,3389.37,3389.37,3389.36,3389.36,0,0,0,84.21052631579335,3387.957597420224,0.0,0
2025-08-09 04:20:00,3389.36,3389.37,3389.36,3389.37,0,0,0,84.27419354838946,3388.092111951631,0.0,0
2025-08-09 04:25:00,3389.36,3389.37,3389.36,3389.36,0,0,0,84.27419354840492,3388.212863194333,0.0,0
2025-08-09 04:30:00,3389.36,3389.49,3389.25,3389.49,0,0,0,99.55156950673688,3388.334495271063,0.0,0
2025-08-09 04:35:00,3389.48,3389.59,3389.48,3389.48,0,0,0,99.10714285716352,3388.443590959533,0.0,0
2025-08-09 04:40:00,3389.49,3389.49,3389.49,3389.49,0,0,0,99.11111111113159,3388.543248963387,0.0,0
2025-08-09 04:45:00,3389.49,3389.49,3375.0,3386.47,0,2,2,42.205323193913095,3388.3457966811598,0.0,0
2025-08-09 04:50:00,3386.48,3386.48,3386.48,3386.48,0,0,0,41.199226305609265,3388.1681017591445,0.0,0
2025-08-09 04:55:00,3386.48,3386.48,3385.46,3385.47,0,0,0,34.466019417473575,3387.911139686845,0.0,0
2025-08-09 05:00:00,3385.47,3385.47,3385.47,3385.47,0,0,0,34.359805510530364,3387.67865019286,0.0,0
