datetime,open,high,low,close,engulfing,star,nearest_support,nearest_resistance,dist_to_support,dist_to_resistance,signal,rsi,ema_20,target_amount,target_category
2025-06-16 17:00:00,3399.51001,3400.18,3383.0,3383.53,0,0,3383.24,3389.58,-7.093791749913743e-05,-0.003127231102378439,0,27.86791257438651,3422.536388100604,0.0,0
2025-06-16 21:00:00,3384.6,3403.21,3384.3,3394.46,0,0,3383.24,3389.58,0.00031330913562159355,-0.004021147162775361,0,35.689622819745864,3419.8624463767374,0.0,0
2025-06-17 01:00:00,3394.81006,3402.4,3373.94,3393.99,0,0,3383.24,3389.58,-0.002748844303093995,-0.0037821795030653247,0,34.45386003329955,3417.398403864667,0.0,0
2025-06-17 05:00:00,3393.95,3395.4,3378.0,3379.13,0,0,3383.24,3389.58,-0.0015488111987325115,-0.0017170268882870927,0,28.552181228563356,3413.753793972794,0.0,0
2025-06-17 09:00:00,3378.54,3399.92,3375.83,3386.71,0,0,3383.24,3389.58,-0.0021902082027878173,-0.003050525433829603,0,32.69190489053297,3411.1781945468138,0.0,0
2025-06-17 13:00:00,3386.39,3398.6,3366.09,3382.87988,0,0,3353.8,3389.58,0.003664499970183065,-0.0026610966550428025,0,31.90893463352232,3408.483116970927,0.0,0
2025-06-17 17:00:00,3382.81,3392.44,3381.56006,3387.3,2,0,3383.24,3389.58,-0.0004965476880150352,-0.000843762354038001,0,34.55601862985415,3406.46567725941,0.0,0
2025-06-17 21:00:00,3388.7,3398.4,3383.01,3385.66,0,1,3383.24,3389.58,-6.798217093660617e-05,-0.0026020922946206207,0,31.36199860790761,3404.4841841870852,0.0,0
2025-06-18 01:00:00,3386.04,3399.98,3370.69,3395.05,0,0,3383.24,3389.58,-0.003709461935895688,-0.0030682267419562576,0,25.990708078281912,3403.585690454982,0.0,0
2025-06-18 05:00:00,3395.21,3395.56,3377.01,3383.49,1,0,3383.24,3389.58,-0.001841430108416655,-0.001764230376624838,0,27.99477455355526,3401.671815173555,0.0,0
2025-06-18 09:00:00,3383.57,3389.71,3375.45,3386.65991,0,0,3383.24,3389.58,-0.002302526572161586,-3.835283427448508e-05,0,32.26311302083026,3400.2421099189305,0.0,0
2025-06-18 13:00:00,3386.61011,3396.62,3373.75,3390.91,0,0,3383.24,3389.58,-0.0028050034877808794,-0.0020769534868626685,0,39.097578778525595,3399.353337545699,0.0,0
2025-06-18 17:00:00,3391.03,3395.5,3362.68994,3372.1,1,0,3353.8,3389.58,0.0026507066611008477,-0.0017465290684981836,0,32.327375265841866,3396.757781588966,0.0,0
2025-06-18 21:00:00,3371.9,3383.38,3369.62,3379.59009,0,0,3383.24,3389.58,-0.004025726818079679,0.0018291351730892376,0,41.339232893244265,3395.122763342398,0.0,0
2025-06-19 01:00:00,3382.4,3389.2,3369.77002,3374.58008,0,0,3383.24,3389.58,-0.003981384708149541,0.00011210828480227908,0,45.67261842481133,3393.1663173097886,0.0,0
2025-06-19 05:00:00,3374.57007,3376.7,3347.72998,3374.2,0,2,3353.8,3366.24,-0.0018098932554118053,-0.003107324492608975,2,39.09115422911083,3391.360001375523,0.0,0
2025-06-19 09:00:00,3368.81006,3379.8,3363.77002,3367.83,0,1,3353.8,3389.58,0.002972753294770037,0.002885313224647226,0,36.755827891376185,3389.1190488635684,0.0,0
2025-06-19 13:00:00,3367.47,3378.0,3361.63989,3371.27002,2,0,3353.8,3389.58,0.002337614049734552,0.003416352468447397,0,45.5003776028607,3387.4191413527524,0.0,0
2025-06-19 17:00:00,3377.7,3383.1,3366.12012,3381.2,0,2,3353.8,3389.58,0.003673480827717771,0.001911741277680426,0,46.9283230026127,3386.8268421762996,0.0,0
2025-06-19 21:00:00,3381.3,3381.3,3361.89,3368.03,1,0,3353.8,3389.58,0.00241218915856631,0.0024427805214804624,0,42.502355339729576,3385.0366667309377,0.0,0
2025-06-20 01:00:00,3367.7,3368.23,3345.0,3354.23,0,0,3353.8,3366.24,-0.0026238893195778463,-0.0005911640287086591,0,34.74774232456777,3382.1026984708483,0.0,0
2025-06-20 05:00:00,3354.23,3355.22,3340.32,3350.93,0,2,3330.2,3366.24,0.0030388565251337294,0.0032736822092304715,0,34.223701641988924,3379.1338700450533,0.0,0
2025-06-20 09:00:00,3350.7,3359.2,3342.22,3344.58008,0,0,3353.8,3366.24,-0.0034527998091717998,0.0020913541518132886,0,26.422557766460173,3375.8430328979052,0.0,0
2025-06-20 13:00:00,3344.70996,3379.3,3343.1499,3371.64,0,0,3353.8,3389.58,-0.003175532232095024,0.0030328241257028144,0,45.16445031185014,3375.4427440504855,0.0,0
2025-06-20 17:00:00,3370.55005,3376.0,3364.68994,3368.76,0,0,3353.8,3366.24,0.0032470451428230733,-0.002899377346832139,0,42.67838109766109,3374.8062922361537,0.0,0
2025-06-20 21:00:00,3373.4,3381.9,3373.4,3378.2,0,0,3383.24,3389.58,-0.0029084546174671885,0.0022657674402137835,0,45.01294906804529,3375.129502499377,0.0,0
2025-06-21 01:00:00,3379.6,3379.6,3373.2,3378.6,0,2,3383.24,3389.58,-0.0029675695487166045,0.002944317585069542,0,52.981103837625454,3375.460026070865,0.0,0
2025-06-21 05:00:00,3379.4,3380.8,3375.9,3379.0,0,0,3383.24,3389.58,-0.0021695179768505017,0.00259029142253605,0,49.71054134933667,3375.7971664450683,0.0,0
2025-06-21 09:00:00,3378.9,3381.0,3376.2,3378.2,0,0,3383.24,3389.58,-0.00208084557997658,0.002531287062113869,0,51.85219144673863,3376.026007736014,0.0,0
2025-06-21 13:00:00,3379.7,3381.3,3379.7,3380.3,0,0,3383.24,3389.58,-0.001046334283113218,0.0024427805214804624,0,53.06718112177193,3376.4330546182982,0.0,0
2025-06-22 13:00:00,3409.5,3434.2,3406.3,3418.0,0,0,3383.24,3434.2,0.006815951573048439,0.0,0,69.18255769067258,3380.3918113213176,0.0,0
2025-06-22 17:00:00,3418.6,3427.2,3408.5,3413.8,0,0,3430.0,3434.2,-0.006268221574344023,0.0020383204239706482,0,66.16742880055665,3383.5735435764304,0.0,0
2025-06-22 21:00:00,3412.9,3419.5,3358.92,3365.6,0,0,3353.8,3434.2,0.0015266265132088648,0.004280472890338309,0,45.40635609550634,3381.861777521532,0.0,0
2025-06-23 01:00:00,3366.01,3373.3,3352.0,3358.45,0,0,3353.8,3366.24,-0.0005367046335500572,-0.002097295498835615,0,47.075342117808766,3379.632084424243,0.0,0
2025-06-23 05:00:00,3358.9,3364.0,3347.02,3361.78,0,2,3353.8,3366.24,-0.002021587453038404,0.0006654308664859849,2,52.462333794099656,3377.931885907649,20.224297142857267,2
2025-06-23 09:00:00,3361.95996,3382.01001,3356.06006,3360.57007,0,1,3353.8,3389.58,0.0006738803745004508,0.00223331209176357,0,53.187437065934034,3376.27837963073,0.0,0
2025-06-23 13:00:00,3360.1499,3396.7,3360.05005,3389.87988,2,0,3353.8,3389.58,0.0018635726638438924,-0.002100555231031541,0,63.00375715511209,3377.5737606182793,0.0,0
2025-06-23 17:00:00,3390.06006,3393.9,3368.13989,3369.1001,0,0,3353.8,3389.58,0.004275714115331785,-0.0012744941851203287,0,49.24362499666474,3376.7667453213003,0.0,0
2025-06-23 21:00:00,3370.9,3383.3,3333.3501,3351.09009,0,0,3330.2,3389.58,0.0009459191640142614,0.0018527369172581102,0,45.172934662510464,3374.3213495764144,0.0,0
2025-06-24 01:00:00,3352.1001,3362.0,3343.44995,3349.05005,0,0,3353.8,3366.24,-0.003086066551374563,0.0012595655687056722,0,41.7012977939877,3371.9145591405654,0.0,0
2025-06-24 05:00:00,3352.1,3353.0,3316.20996,3330.3,0,0,3309.9,3342.05,0.0019063899211456679,-0.0032764321299800473,0,37.55023852505753,3367.951267793845,0.0,0
2025-06-24 09:00:00,3332.8,3333.5,3304.68994,3320.5,0,0,3309.9,3342.05,-0.0015740838091784903,0.002558310019299586,0,35.61802800103574,3363.4320994325267,0.0,0
2025-06-24 13:00:00,3319.6,3321.8,3299.91992,3318.32,0,2,3309.9,3321.34,-0.003015221003655781,-0.00013849831694437678,2,35.37797638030399,3359.135709010381,0.0,0
2025-06-24 17:00:00,3320.12012,3329.3,3316.08008,3324.9,0,0,3309.9,3321.34,0.0018671500649566721,-0.00239662304973295,0,36.761589416000625,3355.875165295107,0.0,0
2025-06-24 21:00:00,3325.5,3331.9,3320.4,3329.2,0,0,3330.2,3342.05,-0.0029427662002281326,0.0030370580930866057,0,24.749717953212055,3353.3346733622393,0.0,0
2025-06-25 01:00:00,3327.21997,3336.3,3326.3,3327.55005,0,1,3330.2,3342.05,-0.0011711008347845885,0.0017205008901721996,1,25.11392347502496,3350.8789949467878,0.0,0
2025-06-25 05:00:00,3329.3,3337.3,3326.80005,3327.43994,0,1,3330.2,3342.05,-0.0010209446880067234,0.0014212833440552953,1,34.760320473662574,3348.6467039994745,0.0,0
2025-06-25 09:00:00,3327.3501,3334.4,3318.25,3320.70996,0,0,3309.9,3342.05,0.002522734825825526,0.002289014227794345,0,34.87732696178212,3345.98606171381,0.0,0
2025-06-25 13:00:00,3320.73999,3334.87988,3313.41992,3333.5,0,0,3309.9,3342.05,0.0010634520680382275,0.002145425711763805,0,39.46660339675951,3344.796912979162,0.0,0
2025-06-25 17:00:00,3334.93994,3335.66992,3324.80005,3332.13989,0,2,3330.2,3342.05,-0.0016215092186655426,0.001909031881629647,2,39.42249967036189,3343.5914822192417,0.0,0
2025-06-25 21:00:00,3331.1,3340.0,3330.3,3333.95996,0,1,3330.2,3342.05,3.0028226533050207e-05,0.0006133959695397082,1,23.844786358558466,3342.674194388838,0.0,0
2025-06-26 01:00:00,3334.4,3343.18994,3330.1499,3334.08008,0,0,3330.2,3342.05,-1.5044141492982231e-05,-0.00034109004952051107,0,29.696298072552395,3341.8557073041866,0.0,0
2025-06-26 05:00:00,3333.35,3350.25,3331.56006,3348.30005,2,0,3330.2,3342.05,0.00040840189778390963,-0.0024535838781585607,0,48.30805026631735,3342.4694542275975,0.0,0
2025-06-26 09:00:00,3348.27002,3348.76001,3322.04004,3322.09009,0,0,3330.2,3342.05,-0.002450291273797356,-0.002007752726619824,0,37.357030120701125,3340.528562396398,0.0,0
2025-06-26 13:00:00,3322.08008,3335.1,3310.0,3331.48999,0,0,3309.9,3342.05,3.0212393123631845e-05,0.0020795619455125664,0,50.61169293250209,3339.6677459776934,0.0,0
2025-06-26 17:00:00,3331.47998,3337.3,3327.78003,3328.09,0,0,3330.2,3342.05,-0.0007266740736291878,0.0014212833440552953,0,54.17628661541423,3338.565103503627,0.0,0
2025-06-26 21:00:00,3326.7,3329.0,3313.32,3318.98999,0,0,3309.9,3321.34,0.0010332638448291708,-0.0023062980604213524,0,50.342564966370304,3336.7008069794724,0.0,0
2025-06-27 01:00:00,3318.8999,3323.8,3292.62988,3293.9,0,0,3282.8999,3321.34,0.0029638369418452477,-0.000740664912354663,0,36.672421887494465,3332.624539648094,0.0,0
2025-06-27 05:00:00,3294.02,3303.5,3282.81006,3289.37012,0,0,3282.8999,3321.34,-2.73660491445672e-05,0.005371326031059796,0,32.91004348405146,3328.5050711101803,0.0,0
2025-06-27 09:00:00,3289.5,3295.2,3271.18994,3277.3,0,0,3282.8999,3321.34,-0.0035669561536127506,0.00787031740201254,0,30.20876288152246,3323.6283976711156,0.0,0
2025-06-27 13:00:00,3270.11011,3282.2,3255.97998,3280.3,0,0,3248.98,3321.34,0.002154516186618585,0.0117844002721794,0,31.846931157036536,3319.5018836072,0.0,0
2025-06-27 17:00:00,3280.3,3282.90991,3268.4,3278.0,0,0,3282.8999,3321.34,-0.004416796259916362,0.01157065822830553,0,32.971889996791205,3315.5493232636572,0.0,0
2025-06-27 21:00:00,3278.3,3283.5,3273.67,3283.3,0,0,3282.8999,3321.34,-0.0028115082034635953,0.011392991985162658,0,28.714404293347087,3312.477959143309,0.0,0
2025-06-28 01:00:00,3283.1,3283.7,3280.1,3282.0,0,0,3282.8999,3321.34,-0.0008528740093476441,0.011332775325621684,0,28.729048979378177,3309.5752963677555,0.0,0
2025-06-28 05:00:00,3283.5,3284.1,3276.0,3280.9,0,0,3282.8999,3321.34,-0.002101769840743511,0.0112123420065396,0,27.35189210443498,3306.844315761303,0.0,0
2025-06-28 09:00:00,3280.2,3280.4,3276.5,3278.6,0,0,3282.8999,3321.34,-0.001949465471061085,0.012326350208048575,0,26.751523761936454,3304.154380926893,0.0,0
2025-06-28 13:00:00,3278.6,3284.3,3278.6,3284.3,2,0,3282.8999,3321.34,-0.0013097871183949227,0.01115212534699849,0,21.119071912101205,3302.263487505284,0.0,0
2025-06-29 13:00:00,3273.8,3273.8,3271.9,3272.0,0,0,3282.8999,3321.34,-0.0033506656721393785,0.014313499972902492,0,24.15102339366898,3299.381250600019,0.0,0
2025-06-29 21:00:00,3272.3,3280.89,3248.98,3264.55,0,0,3248.98,3321.34,0.0,0.01217881939217312,0,14.746157019818881,3296.0639886381123,0.0,0
2025-06-30 01:00:00,3264.63,3286.33008,3259.53003,3285.75,0,0,3248.98,3321.34,0.0032471821925650138,0.010540902165993233,0,31.222281355330892,3295.081704005911,0.0,0
2025-06-30 05:00:00,3285.70996,3296.88989,3284.73999,3289.1,0,1,3282.8999,3321.34,0.0005605074952179156,0.007361519748053563,0,36.03140817192338,3294.51201791011,0.0,0
2025-06-30 09:00:00,3288.6,3288.93,3274.70996,3281.96,0,0,3282.8999,3321.34,-0.0024947272988737035,0.009758109678623781,0,43.29514824797844,3293.3165876329567,0.0,0
2025-06-30 13:00:00,3281.9,3297.51001,3278.09009,3297.47998,2,0,3282.8999,3321.34,-0.0014651101606843824,0.007174811973480637,0,54.05370983334016,3293.7131011917227,0.0,0
2025-06-30 17:00:00,3297.3501,3309.21997,3292.72998,3302.90991,0,0,3282.8999,3321.34,0.002994328276655703,0.003649138600685278,0,63.711283156820464,3294.588987744892,0.0,0
2025-06-30 21:00:00,3305.4,3314.59009,3300.0,3314.52002,0,0,3309.9,3321.34,-0.0029910269192423007,0.002032285162012922,0,66.7745163187221,3296.487181292998,0.0,0
2025-07-01 01:00:00,3315.28003,3323.1001,3311.7,3318.9,0,0,3309.9,3321.34,0.0005438230762257854,-0.0005299367122908121,0,69.64834742505761,3298.6217354555693,0.0,0
2025-07-01 05:00:00,3318.9,3342.47998,3318.9,3339.62988,0,0,3309.9,3342.05,0.0027191153811293393,-0.00012865756047931263,0,73.56703897619165,3302.5272730312295,0.0,0
2025-07-01 09:00:00,3334.3,3357.96997,3333.3,3354.61011,0,0,3330.2,3366.24,0.0009308750225212792,0.0024567559056988446,0,77.25807118861907,3307.4875432187314,0.0,0
2025-07-01 13:00:00,3354.72998,3355.6499,3334.2,3341.84009,0,0,3330.2,3366.24,0.0012011290613176387,0.0031459729549883236,0,71.03411407956077,3310.759214340757,0.0,0
2025-07-01 17:00:00,3341.77002,3342.20996,3334.3,3336.4,0,0,3330.2,3342.05,0.001231157287850689,-4.7862838676846683e-05,0,69.52699800040845,3313.2011939273516,0.0,0
2025-07-01 21:00:00,3336.1,3345.06006,3328.8,3338.88,0,0,3330.2,3342.05,-0.00042039517146106426,-0.0009006627668645328,0,68.84925993343569,3315.6467945056993,0.0,0
2025-07-02 01:00:00,3339.03,3342.82,3328.83,3340.1001,0,0,3330.2,3342.05,-0.00041138670350125846,-0.00023039751051001086,0,75.46744091562398,3317.975680743252,0.0,0
2025-07-02 05:00:00,3337.1,3342.33008,3325.7,3330.1,0,0,3330.2,3342.05,-0.0013512701939823435,-8.380485031642198e-05,0,74.05497172045408,3319.1303778153233,0.0,0
2025-07-02 09:00:00,3330.8,3351.12988,3327.9,3344.4,0,0,3330.2,3342.05,-0.0006906492102575603,-0.0027168594126358897,0,72.67097393267065,3321.5370084995784,0.0,0
2025-07-02 13:00:00,3343.6,3348.11011,3330.0,3342.5,0,0,3330.2,3342.05,-6.005645306582731e-05,-0.0018132912433984814,0,70.87561557655555,3323.533483880571,0.0,0
2025-07-02 17:00:00,3343.5,3359.06006,3342.8,3352.0,0,0,3353.8,3366.24,-0.00327986164947224,0.0021329257569276073,0,76.88460546956615,3326.24458065385,0.0,0
2025-07-02 21:00:00,3352.0,3365.61,3340.2,3340.3,1,0,3330.2,3366.24,0.003002822653294097,0.00018715243119909883,1,66.93288160022222,3327.58319202015,-17.87715571428589,2
2025-07-03 01:00:00,3340.6,3350.73999,3338.5,3346.5,0,0,3330.2,3342.05,0.002492342802234155,-0.002600197483580393,0,67.13305370759068,3329.3847927801357,0.0,0
2025-07-03 05:00:00,3346.1,3362.91992,3345.4,3356.28003,0,0,3353.8,3366.24,-0.002504621623233374,0.0009862873710727582,0,66.65332061789863,3331.946243943932,0.0,0
2025-07-03 09:00:00,3356.20996,3356.3501,3311.66,3324.25,0,0,3309.9,3366.24,0.0005317381189763327,0.002937966395741145,0,51.748017780510104,3331.2132683302243,0.0,0
2025-07-03 13:00:00,3324.01,3338.34,3322.07,3333.9,0,0,3330.2,3342.05,-0.002441294817127997,0.0011100970960937259,0,47.98173449073133,3331.4691475368695,0.0,0
2025-07-03 17:00:00,3333.92,3334.8,3323.5,3323.9,1,0,3330.2,3342.05,-0.00201189117770699,0.002169327209347556,0,38.789506080767694,3330.748276342882,0.0,0
2025-07-03 21:00:00,3323.5,3332.08008,3322.7,3328.94,0,0,3330.2,3342.05,-0.0022521169899705723,0.0029831749973818467,0,45.009263747738196,3330.5760595483216,0.0,0
2025-07-04 01:00:00,3328.9,3342.26001,3326.19,3340.9,0,0,3330.2,3342.05,-0.0012041318839708618,-6.283867685994637e-05,0,51.657333302101804,3331.559291972291,0.0,0
2025-07-04 05:00:00,3340.92,3344.98,3336.6,3342.79,0,0,3330.2,3342.05,0.0019218064981082492,-0.0008767074101224806,0,51.4463240656635,3332.628883213025,0.0,0
2025-07-04 09:00:00,3342.68,3343.04,3331.45,3333.9,0,0,3330.2,3342.05,0.0003753528316617621,-0.0002962253706556699,0,47.82970699556762,3332.7499419546416,0.0,0
2025-07-04 13:00:00,3334.0,3338.06006,3330.2,3335.0,0,0,3330.2,3342.05,0.0,0.001193860055953797,0,51.82917642414081,3332.9642331970567,0.0,0
2025-07-04 17:00:00,3335.24,3338.3,3335.0,3336.8,0,0,3330.2,3342.05,0.001441354873581221,0.0011220657979383911,0,46.870884286453766,3333.3295443211464,0.0,0
2025-07-04 21:00:00,3335.24,3339.8,3335.24,3339.1,0,0,3330.2,3342.05,0.0015134226172602138,0.0006732394787630346,0,48.60472819859079,3333.8791115286563,0.0,0
2025-07-05 01:00:00,3338.9,3339.1,3331.3,3333.9,0,0,3330.2,3342.05,0.0003303104918624599,0.0008826917610449493,0,42.30049737936152,3333.8811009068795,0.0,0
2025-07-05 05:00:00,3335.1,3339.3,3332.8,3334.7,0,0,3330.2,3342.05,0.0007807338898565743,0.0008228482518214868,0,47.3743450631965,3333.9590912967005,0.0,0
2025-07-05 09:00:00,3335.4,3337.2,3334.3,3335.5,0,0,3330.2,3342.05,0.001231157287850689,0.0014512050986670946,0,44.56736789764838,3334.1058445065387,0.0,0
2025-07-05 13:00:00,3335.9,3336.7,3335.5,3336.7,0,0,3330.2,3342.05,0.0015914960062459258,0.0016008138717255468,0,39.43447892257304,3334.3529069344872,0.0,0
2025-07-06 13:00:00,3335.2,3335.4,3332.3,3332.5,0,0,3330.2,3342.05,0.0006305927571918696,0.0019897966816774405,0,56.36279500231384,3334.176439607393,0.0,0
2025-07-06 17:00:00,3333.1,3339.5,3332.1,3334.6,0,1,3330.2,3342.05,0.0005705363041259056,0.0007630047425981603,1,50.61103351955292,3334.2167786924033,0.0,3
2025-07-06 21:00:00,3334.01,3342.05,3321.7,3326.47,0,0,3330.2,3342.05,-0.002552399255299982,0.0,0,52.31907597906493,3333.4789902455077,0.0,0
2025-07-07 01:00:00,3326.38,3327.55,3305.2,3307.82007,0,0,3309.9,3321.34,-0.0014199824768120707,-0.0018697272787489496,0,34.70012212414568,3331.0352835554595,0.0,0
2025-07-07 05:00:00,3307.81,3315.15,3300.65,3310.1,0,0,3309.9,3321.34,-0.0027946463639384874,0.0018637056127948522,0,24.047798562381928,3329.041447026368,0.0,0
2025-07-07 09:00:00,3310.01,3312.49,3296.5,3309.57,0,2,3309.9,3321.34,-0.004048460678570377,0.002664587184690626,0,21.352121236580345,3327.1870235000474,0.0,0
2025-07-07 13:00:00,3309.59,3327.98,3306.25,3327.31,0,0,3309.9,3321.34,-0.0011027523490135928,-0.0019991930967621116,0,45.06956920155127,3327.198735547662,0.0,0
2025-07-07 17:00:00,3327.48,3340.3,3327.32,3336.82,0,0,3330.2,3342.05,-0.000864812924148596,0.0005236307057045825,0,51.20946530203552,3328.1150464478847,0.0,0
2025-07-07 21:00:00,3333.8,3345.7,3329.41,3334.17,0,1,3330.2,3342.05,-0.00023722298961022272,-0.0010921440433265919,1,48.27178023458042,3328.6917086909434,0.0,0
2025-07-08 01:00:00,3334.01,3337.88989,3327.55,3329.55,0,0,3330.2,3342.05,-0.0007957480031228263,0.0012447779057764721,0,43.91020466048535,3328.7734507203772,0.0,0
2025-07-08 05:00:00,3329.63,3339.40991,3323.31,3323.61,0,0,3330.2,3342.05,-0.0020689448081195943,0.0007899612513278759,0,43.49967264629391,3328.2816935089127,0.0,0
2025-07-08 09:00:00,3323.58,3329.79,3320.1,3328.17,0,0,3330.2,3321.34,-0.0030328508798270104,-0.0025441538656084044,0,46.06198828462632,3328.2710560318733,0.0,0
2025-07-08 13:00:00,3328.31,3328.62,3287.21,3300.20996,1,0,3282.8999,3321.34,0.0013128941275364953,-0.002191886407293365,0,33.9692595341686,3325.5985706955043,0.0,0
2025-07-08 17:00:00,3300.51,3310.42993,3299.0,3301.03,0,1,3309.9,3321.34,-0.003293150850478894,0.003284839853794059,0,33.74053263225416,3323.258706819742,0.0,0
2025-07-08 21:00:00,3299.1,3308.03003,3297.16,3305.93994,0,0,3309.9,3321.34,-0.0038490588839542694,0.004007409659956598,0,37.97097424381258,3321.609300455957,0.0,0
2025-07-09 01:00:00,3305.4,3306.75,3285.0,3293.87,0,0,3282.8999,3321.34,0.0006397088135401605,0.004392805313518082,0,33.081307257915554,3318.9674623172946,0.0,0
2025-07-09 05:00:00,3293.88,3297.84009,3282.8999,3285.09009,0,0,3282.8999,3321.34,0.0,0.007075430398574069,0,32.903651330241786,3315.741045906124,0.0,0
2025-07-09 09:00:00,3285.12012,3297.48,3283.18,3296.31,0,0,3282.8999,3321.34,8.53209078960792e-05,0.0071838474832447525,0,44.93348913383072,3313.8904701055408,0.0,0
2025-07-09 13:00:00,3296.25,3312.94995,3292.05005,3311.88989,0,0,3282.8999,3321.34,0.002787215656499286,0.002526103921911028,0,50.70529381942597,3313.6999386669177,0.0,0
2025-07-09 17:00:00,3311.83008,3316.87012,3306.5,3312.1,0,0,3309.9,3321.34,-0.0010272213662044444,0.001345806210746296,0,50.99944868356402,3313.5475635557827,0.0,0
2025-07-09 21:00:00,3312.1,3321.76,3306.2,3317.65,0,0,3309.9,3321.34,-0.0011178585455754774,-0.000126454985036182,0,45.77722565998997,3313.9382717885655,0.0,0
2025-07-10 01:00:00,3317.55,3326.38989,3311.6,3322.17,0,0,3309.9,3321.34,0.0005136106831021536,-0.001520437534248158,0,43.30376201506206,3314.7222459039403,0.0,0
2025-07-10 05:00:00,3322.24,3330.05,3316.9,3328.6,0,0,3309.9,3321.34,0.0021148675186561526,-0.0026224355230118073,0,47.53909568437785,3316.0439367702315,0.0,0
2025-07-10 09:00:00,3328.61,3330.21,3316.4,3324.05005,0,0,3309.9,3321.34,0.0019638055530378563,-0.0026706088506445866,0,47.56853973037762,3316.806423744495,0.0,0
2025-07-10 13:00:00,3323.92993,3329.42993,3309.9,3315.15991,0,0,3309.9,3321.34,0.0,-0.00243574280260366,0,46.35928502117224,3316.649612911686,0.0,0
2025-07-10 17:00:00,3315.13989,3325.84,3313.6,3323.67,0,0,3309.9,3321.34,0.0011178585455753401,-0.001354874839673144,0,48.12499937499979,3317.318221205811,0.0,0
2025-07-10 21:00:00,3318.9,3335.98,3314.8,3330.44,0,0,3309.9,3342.05,0.0014804072630593343,0.001816250504929658,0,65.29706733898776,3318.567914424305,0.0,0
2025-07-11 01:00:00,3330.2,3335.94,3325.5,3331.94,0,0,3330.2,3342.05,-0.0014113266470481708,0.0018282192067743232,0,65.53424328182919,3319.841446383895,0.0,0
2025-07-11 05:00:00,3332.49,3343.83008,3331.5,3333.13,0,1,3330.2,3342.05,0.00039036694492828716,-0.0005326311694917783,0,64.19550852804119,3321.107022918762,0.0,0
2025-07-11 09:00:00,3333.13,3357.0,3332.86,3355.21997,0,0,3330.2,3366.24,0.0007987508257763225,0.0027449023242548903,0,78.99611844109623,3324.355875021737,0.0,0
2025-07-11 13:00:00,3355.3501,3367.45996,3344.2,3353.79,0,0,3353.8,3366.24,-0.002862424712266791,-0.0003624102856600705,0,84.894295542169,3327.159125019667,0.0,0
